iter	Logloss
230	0.1745990887
231	0.1745425819
232	0.1744519743
233	0.1743659964
234	0.1743019635
235	0.1742129598
236	0.1741267564
237	0.1740423791
238	0.1739603256
239	0.1738975413
240	0.1737996729
241	0.1737173853
242	0.1736404179
243	0.1735230881
244	0.1734255983
245	0.1733248135
246	0.1732514716
247	0.1731674418
248	0.1730894389
249	0.1729995048
250	0.1729413857
251	0.172885395
252	0.172801333
253	0.1727217298
254	0.1726680663
255	0.1725966654
256	0.172557514
257	0.1724982094
258	0.1724082286
259	0.1723476271
260	0.1722666708
261	0.1721738406
262	0.1721058319
263	0.1720621412
264	0.1720007818
265	0.171928462
266	0.1718824849
267	0.1718216085
268	0.1717636743
269	0.1716836512
270	0.1716080036
271	0.1715423965
272	0.1714897669
273	0.1713915181
274	0.1713326044
275	0.1712468377
276	0.1711510016
277	0.1710569437
278	0.1709796521
279	0.1709063835
280	0.170810026
281	0.1707333791
282	0.1706555401
283	0.1706038648
284	0.1705472397
285	0.1704588847
286	0.1703996683
287	0.1703336472
288	0.170260849
289	0.1701948208
290	0.1701440931
291	0.1700851389
292	0.1699874721
293	0.1699141277
294	0.1698463001
295	0.1697627507
296	0.1696724149
297	0.1696047015
298	0.1695484896
299	0.1694875646
300	0.1694272281
301	0.1693453952
302	0.1692672005
303	0.1692020436
304	0.1690975336
305	0.1690349845
306	0.1689721524
307	0.1688997212
308	0.1688162043
309	0.1687458834
310	0.168669683
311	0.168614979
312	0.1685336328
313	0.1684635254
314	0.1684077301
315	0.168341861
316	0.168291393
317	0.1682151219
318	0.1681563462
319	0.1681013376
320	0.1680560372
321	0.16800505
322	0.1679299271
323	0.1678645084
324	0.1677781211
325	0.1676741534
326	0.1676148566
327	0.1675487508
328	0.167471838
329	0.1673954497
330	0.1673130321
331	0.1672667735
332	0.1671765857
333	0.1670881485
334	0.1669901067
335	0.1669221026
336	0.1668579752
337	0.1667846999
338	0.1667015351
339	0.1666207651
340	0.166574457
341	0.166502659
342	0.1664524996
343	0.1663772005
344	0.1662949088
345	0.1662128633
346	0.1661495398
347	0.1660621486
348	0.1659921847
349	0.1659454177
350	0.1658959084
351	0.1658416022
352	0.1657724491
353	0.165710361
354	0.1656305194
355	0.1655677663
356	0.1654647638
357	0.165402164
358	0.1653504522
359	0.1652825978
360	0.1652287508
361	0.1651717267
362	0.1651167084
363	0.1650398989
364	0.164988525
365	0.1649232261
366	0.1648611256
367	0.1647897309
368	0.1647300236
369	0.1646530916
370	0.1646009801
371	0.1645269151
372	0.16445009
373	0.1643653432
374	0.1642928137
375	0.1642136732
376	0.1641342644
377	0.1640801838
378	0.1640077709
379	0.1639457482
380	0.163887124
381	0.1638223091
382	0.1637665506
383	0.1636897823
384	0.1636007141
385	0.1635367398
386	0.1634733142
387	0.1633852278
388	0.1633332398
389	0.1632807924
390	0.1631907397
391	0.1631165311
392	0.1630288296
393	0.1629468168
394	0.1628677939
395	0.1628073244
396	0.1627321914
397	0.1626625773
398	0.1625682682
399	0.1625055553
400	0.1624340683
401	0.1623667404
402	0.1623058555
403	0.16224733
404	0.1621903611
405	0.1621348426
406	0.1620591761
407	0.1620082147
408	0.1619249345
409	0.1618331245
410	0.1617741336
411	0.161713985
412	0.161626443
413	0.1615641186
414	0.1615135747
415	0.1614420779
416	0.1613694319
417	0.161310262
418	0.1612500353
419	0.161180958
420	0.161103351
421	0.1610516734
422	0.1609684563
423	0.160908441
424	0.1608692579
425	0.1607931531
426	0.160745532
427	0.1606792712
428	0.1606311823
429	0.1605593232
430	0.1604976486
431	0.1604128994
432	0.1603478917
433	0.1602623109
434	0.1601805408
435	0.1601093433
436	0.1600553489
437	0.1600004997
438	0.1599088765
439	0.1598163444
440	0.1597634251
441	0.1596875762
442	0.1596205657
443	0.1595694183
444	0.1594949196
445	0.1594565681
446	0.1593686725
447	0.1592926359
448	0.1592464809
449	0.1592087512
450	0.1591369532
451	0.1590529779
452	0.1590090816
453	0.1589620006
454	0.158904207
455	0.1588726275
456	0.1588002791
457	0.1587359357
458	0.1586774374
459	0.1586243216
460	0.1585608186
461	0.158501716
462	0.1584358423
463	0.1583673955
464	0.1583154043
465	0.1582724186
466	0.1581963334
467	0.1581382896
468	0.1580777318
469	0.1579878076
470	0.1579156296
471	0.1578448952
472	0.1577686349
473	0.1577222474
474	0.1576743102
475	0.1576153889
476	0.1575696375
477	0.1575264244
478	0.1574729525
479	0.1574053729
480	0.1573638779
481	0.1572993477
482	0.1572415062
483	0.1571815223
484	0.1571423354
485	0.1571068702
486	0.1570300343
487	0.1569551954
488	0.1568891803
489	0.1568411831
490	0.156769714
491	0.1567139221
492	0.1566276704
493	0.1565615488
494	0.1565257876
495	0.1564690331
496	0.1563903253
497	0.1563189955
498	0.1562740217
499	0.1562220518
500	0.1561614526
501	0.1560915081
502	0.1559994517
503	0.155955892
504	0.1559108485
505	0.1558506495
506	0.1557927417
507	0.1557217652
508	0.1556576645
509	0.155616532
510	0.1555747835
511	0.1555139008
512	0.1554371845
513	0.1553946111
514	0.1553345371
515	0.1552825992
516	0.1552309575
517	0.1551615622
518	0.1550977078
519	0.1550566677
520	0.1550004293
521	0.1549352643
522	0.154903241
523	0.1548335487
524	0.1547821074
525	0.1547376826
526	0.1546849386
527	0.1546251017
528	0.1545556248
529	0.1544912234
530	0.1544546497
531	0.1543751478
532	0.1543293686
533	0.154278344
534	0.1542404214
535	0.1541814568
536	0.1541276667
537	0.1540849284
538	0.1540152747
539	0.1539650036
540	0.1539118969
541	0.1538389043
542	0.1537912672
543	0.1537416401
544	0.153666876
545	0.1536235348
546	0.15357715
547	0.1535243237
548	0.1534520876
549	0.1533794881
550	0.1533056352
551	0.1532543461
552	0.1531945401
553	0.1531390111
554	0.1531007579
555	0.1530222325
556	0.1529685714
557	0.15293514
558	0.1528837802
559	0.1528527641
560	0.1528201746
561	0.1527474637
562	0.152702217
563	0.1526494158
564	0.1525966852
565	0.1525490763
566	0.1525189997
567	0.1524784056
568	0.152423374
569	0.1523418157
570	0.1522746162
571	0.1522254313
572	0.1521543979
573	0.1520926145
574	0.1520419013
575	0.1519696831
576	0.151913773
577	0.1518462213
578	0.1518096124
579	0.1517727558
580	0.1517388653
581	0.1516786947
582	0.15161633
583	0.1515650661
584	0.151529711
585	0.1514805288
586	0.1514151749
587	0.1513473986
588	0.1512722131
589	0.1512253236
590	0.1511646143
591	0.1511131563
592	0.1510508628
593	0.1509815189
594	0.1509106823
595	0.150835995
596	0.1507932148
597	0.1507515348
598	0.1506872774
599	0.1506463305
600	0.1506087311
601	0.1505412935
602	0.1504962464
603	0.1504538432
604	0.1503948589
605	0.1503363649
606	0.1502936851
607	0.1502323223
608	0.1501513064
609	0.1500985966
610	0.1500575597
611	0.1500170445
612	0.1499842351
613	0.1499406378
614	0.1498742524
615	0.149813242
616	0.149737296
617	0.1497149735
618	0.1496661935
619	0.149602815
620	0.1495376927
621	0.1494598311
622	0.1494007563
623	0.1493510125
624	0.1492901941
625	0.1492416465
626	0.1491756892
627	0.149121494
628	0.1490779183
629	0.1490366422
630	0.1489847168
631	0.148944826
632	0.1489001157
633	0.148859404
634	0.1488080013
635	0.1487524511
636	0.1486966323
637	0.1486592911
638	0.1486136465
639	0.1485649979
640	0.1485253952
641	0.14845967
642	0.1483833202
643	0.1483240874
644	0.148285058
645	0.1482365768
646	0.1481885
647	0.1481413915
648	0.1481012255
649	0.1480398782
650	0.1479930356
651	0.1479276046
652	0.1478571273
653	0.1478227838
654	0.1477792064
655	0.1477399435
656	0.1476739678
657	0.147619194
658	0.1475490908
659	0.1475203928
660	0.1474871845
661	0.1474676573
662	0.1474459986
663	0.1473968566
664	0.1473603439
665	0.1473132706
666	0.1472715876
667	0.1472321183
668	0.147196742
669	0.1471559113
670	0.147101351
671	0.1470344259
672	0.1469772136
673	0.146918877
674	0.1468415826
675	0.1467827192
676	0.1467455608
677	0.1467119259
678	0.1466598444
679	0.1466203743
680	0.1465736543
681	0.1465212412
682	0.1464606686
683	0.1464035339
684	0.1463571595
685	0.1463066226
686	0.1462755886
687	0.1462174378
688	0.1461687502
689	0.1461090452
690	0.1460736188
691	0.1460212235
692	0.1459533657
693	0.1458922972
694	0.1458350597
695	0.1457991397
696	0.1457410694
697	0.1457033634
698	0.1456422213
699	0.1455990908
700	0.1455429018
701	0.145508838
702	0.1454450919
703	0.1453753685
704	0.1453185755
705	0.1452654434
706	0.1452021357
707	0.1451533123
708	0.1451057774
709	0.1450559979
710	0.145016466
711	0.1449838181
712	0.1449416988
713	0.1448983947
714	0.1448559686
715	0.1447955518
716	0.1447533626
717	0.144695701
718	0.1446581839
719	0.1446113844
720	0.1445512726
721	0.1445126037
722	0.144462784
723	0.1444139412
724	0.1443614178
725	0.1442966634
726	0.1442385179
727	0.1441820922
728	0.1441413517
729	0.1440723957
730	0.1440371387
731	0.1440057958
732	0.1439480069
733	0.1438881084
734	0.1438385433
735	0.1437991838
736	0.143760253
737	0.1437242017
738	0.1436852229
739	0.1436410256
740	0.1435822406
741	0.1435376632
742	0.1434875627
743	0.143427052
744	0.1433935591
745	0.1433579966
746	0.1433143467
747	0.143280035
748	0.1432312569
749	0.1431889048
750	0.1431418637
751	0.1430794862
752	0.1430362047
753	0.1430033472
754	0.1429415203
755	0.1429046367
756	0.1428641179
757	0.1428112419
758	0.1427630023
759	0.1427341259
760	0.1426858574
761	0.1426269868
762	0.142604103
763	0.1425665577
764	0.1424926271
765	0.1424619318
766	0.1423901053
767	0.1423870923
768	0.1423454829
769	0.1423140455
770	0.1422489756
771	0.1422184623
772	0.1421505999
773	0.1421161626
774	0.1420590626
775	0.1420336256
776	0.1419982455
777	0.1419339563
778	0.1418612634
779	0.1418147941
780	0.1417779759
781	0.1417253052
782	0.1416843949
783	0.1416311402
784	0.1415725172
785	0.1415407167
786	0.1414844685
787	0.1414238481
788	0.1413583528
789	0.1413190255
790	0.1412674374
791	0.1412237502
792	0.1411505659
793	0.1410858678
794	0.1410467626
795	0.1410125188
796	0.1409865431
797	0.1409480486
798	0.1409035399
799	0.1408621029
800	0.1408287142
801	0.1407783658
802	0.1407369326
803	0.1406851271
804	0.1406244752
805	0.1405920795
806	0.1405403504
807	0.140504099
808	0.1404680435
809	0.1404174878
810	0.140398987
811	0.1403641173
812	0.1403384158
813	0.1402685496
814	0.1402191536
815	0.1401861667
816	0.1401317011
817	0.1400688446
818	0.1400431048
819	0.140038653
820	0.1400007458
821	0.1399492924
822	0.1398973877
823	0.1398660041
824	0.1398337113
825	0.1397712673
826	0.1397140599
827	0.139637077
828	0.1396033624
829	0.1395345995
830	0.1394825416
831	0.1394359741
832	0.1393899705
833	0.1393443824
834	0.1392854353
835	0.1392303923
836	0.1392125126
837	0.139136728
838	0.1390878397
839	0.1390567283
840	0.1390151878
841	0.1389607541
842	0.1389262412
843	0.1388755902
844	0.1388254453
845	0.1387624187
846	0.1387262081
847	0.1386872979
848	0.1386280798
849	0.1386008912
850	0.1385464461
851	0.1384927796
852	0.1384718237
853	0.1384101904
854	0.1383611261
855	0.1383219836
856	0.1382727444
857	0.1382346402
858	0.138195696
859	0.1381466917
860	0.1380866205
861	0.1380405512
862	0.1379813515
863	0.1379278211
864	0.1378860031
865	0.1378553175
866	0.1378201002
867	0.1377554481
868	0.1377042288
869	0.1376685709
870	0.1376490794
871	0.1376301885
872	0.1376110976
873	0.1375715592
874	0.1375326541
875	0.1374873929
876	0.1374430892
877	0.1373801434
878	0.1373360791
879	0.1372854984
880	0.1372590583
881	0.1372054241
882	0.1371534101
883	0.1371114136
884	0.1370511009
885	0.1370038038
886	0.1369843627
887	0.1369248624
888	0.1368639272
889	0.1368425018
890	0.1368140848
891	0.1367701065
892	0.1367160126
893	0.1366614461
894	0.1366100588
895	0.1365525062
896	0.1365050952
897	0.1364582005
898	0.1364182843
899	0.1363547551
900	0.1363342224
901	0.1362899256
902	0.1362550027
903	0.1362064637
904	0.1361743489
905	0.1361520708
906	0.1360979819
907	0.1360547197
908	0.1360189586
909	0.1359459429
910	0.1358780576
911	0.13583231
912	0.135791023
913	0.1357401661
914	0.1356980313
915	0.1356680019
916	0.1356408953
917	0.1355806839
918	0.1355433355
919	0.1354864919
920	0.1354480345
921	0.1353984413
922	0.1353664735
923	0.1353284596
924	0.1352980538
925	0.1352389805
926	0.1351946771
927	0.1351420316
928	0.1350950243
929	0.1350397341
930	0.1350335675
931	0.1349902068
932	0.1349390763
933	0.1349075898
934	0.1348612843
935	0.134838
936	0.1348074449
937	0.1347676073
938	0.1347216109
939	0.1346925551
940	0.1346502037
941	0.134615151
942	0.1345832556
943	0.1345375027
944	0.1344850225
945	0.1344350044
946	0.1343732028
947	0.1343309747
948	0.1342995451
949	0.13425465
950	0.13422022
951	0.1341713204
952	0.1341323676
953	0.1341014253
954	0.1340736448
955	0.1340258929
956	0.1339847867
957	0.1339578064
958	0.1339083646
959	0.133862571
960	0.1338412297
961	0.1338160182
962	0.1337571827
963	0.1337005031
964	0.1336633419
965	0.1336127832
966	0.1336011717
967	0.133559774
968	0.1335006265
969	0.133449044
970	0.1334049433
971	0.1333337566
972	0.1332981696
973	0.1332506474
974	0.1332027278
975	0.1331754331
976	0.1331397249
977	0.1330864669
978	0.1330373737
979	0.1329930017
980	0.1329603505
981	0.1329060118
982	0.1328475307
983	0.1327809825
984	0.132729486
985	0.1326888445
986	0.1326421891
987	0.1325942841
988	0.1325645563
989	0.1325228195
990	0.1324531596
991	0.1323941978
992	0.1323499447
993	0.1323143462
994	0.1322453472
995	0.13220228
996	0.1321820716
997	0.1321544381
998	0.1321298105
999	0.1320852017
